,train_loss,validation_loss,test_corr
0,-0.46156384783486526,-0.8999989628791809,0.7235293388366699
1,-0.6800072620312373,-0.44999948143959045,0.5882352590560913
2,-0.7523449415961901,-0.9999988675117493,0.561764657497406
3,-0.843500022093455,-0.8999989628791809,0.5970587730407715
4,-0.7778754393259685,-0.8999989628791809,0.6588234901428223
5,-0.8759464244047801,-0.6499993354082108,0.7558822631835938
6,-0.817781807978948,-0.7999990284442902,0.7529411315917969
7,-0.819872401158015,-0.9999988675117493,0.7558822631835938
8,-0.8766987045605977,-0.8999989628791809,0.7764705419540405
9,-0.8626315345366796,-0.7499992400407791,0.8411763906478882
10,-0.9136967341105143,-0.6499993354082108,0.741176426410675
11,-0.8797794938087463,-0.9999988675117493,0.6970587372779846
12,-0.9167211453119913,-0.44999948143959045,0.7264705300331116
