,train_loss,validation_loss,test_corr
0,-0.3037799452741941,-0.7499992400407791,0.8676469922065735
1,-0.6588176822289824,-0.7999990284442902,0.7882352471351624
2,-0.7251726051171621,-0.8999989628791809,0.7941175699234009
3,-0.7773443649212519,-0.6999991089105606,0.8205881714820862
4,-0.8135215242703756,-0.8999989628791809,0.741176426410675
5,-0.7557817618052165,-0.8999989628791809,0.7294117212295532
6,-0.7917714019616445,-0.8999989628791809,0.7294117212295532
7,-0.8310717403888702,-0.6999991089105606,0.5382352471351624
8,-0.7531100451946259,-0.6999991089105606,0.6558822989463806
9,-0.8524630705515543,-0.8999989628791809,0.6558822989463806
10,-0.8113646666208904,-0.9999988675117493,0.7852940559387207
11,-0.8370524128278096,-0.9999988675117493,0.811764657497406
12,-0.7705401062965394,-0.9999988675117493,0.7852940559387207
13,-0.7656594713528951,-0.9999988675117493,0.7764705419540405
14,-0.7803415397802989,-0.8999989628791809,0.7323528528213501
15,-0.8990094979604085,-0.7499992400407791,0.6499999165534973
16,-0.8816543499628703,-0.9999988675117493,0.7941175699234009
17,-0.8271484116713206,-0.8999989628791809,0.632352888584137
18,-0.8335874487956365,-0.9999988675117493,0.7205881476402283
19,-0.8306750496228535,-0.7499992400407791,0.7205881476402283
20,-0.804955804347992,-0.6999991089105606,0.7588234543800354
