,train_loss,validation_loss,test_corr
0,-0.15659688351054987,-0.39999932795763016,0.6176469922065735
1,-0.540704853553325,-0.6999991089105606,0.6941176056861877
2,-0.648477589028577,-0.7499992400407791,0.6617646217346191
3,-0.7409219940503439,-0.5999991819262505,0.6558822989463806
4,-0.8303077936172485,-0.6499993354082108,0.5999999642372131
5,-0.7045382339507341,-0.5999991819262505,0.5088234543800354
6,-0.7921813199917476,-0.8999989628791809,0.6970587372779846
7,-0.789684017499288,-0.6999991089105606,0.7235293388366699
8,-0.7518149981896083,-0.6999991089105606,0.6852940320968628
9,-0.7885623157024384,-0.6499993354082108,0.5970587730407715
10,-0.7810011466344198,-0.5999991819262505,0.6470587849617004
11,-0.8196592251459758,-0.6499993354082108,0.5999999642372131
12,-0.791880625486374,-0.6999991089105606,0.6294116973876953
13,-0.826643110315005,-0.6499993354082108,0.6676470041275024
14,-0.8419055044651031,-0.8999989628791809,0.6764705181121826
15,-0.798825716972351,-0.6999991089105606,0.6499999165534973
16,-0.8515893975893657,-0.6499993354082108,0.7205881476402283
