,train_loss,validation_loss,test_corr
0,-0.563541714536647,-0.8999989628791809,0.6647058129310608
1,-0.7029899895191193,-0.6499993354082108,0.6970587372779846
2,-0.7052425449093183,-0.6499993354082108,0.8147057890892029
3,-0.7651502840220928,-0.7499992400407791,0.7764705419540405
4,-0.7377139111359914,-0.6499993354082108,0.6294116973876953
5,-0.6791435703635216,-0.9999988675117493,0.6411764025688171
6,-0.7697378851473331,-0.8999989628791809,0.6264705061912537
7,-0.7878258864084879,-0.6999991089105606,0.5882352590560913
8,-0.820115880171458,-0.9999988675117493,0.5970587730407715
9,-0.8211221555868785,-0.6999991089105606,0.6794117093086243
10,-0.7688264807065328,-0.5999991819262505,0.6970587372779846
11,-0.7198176441093286,-0.8999989628791809,0.6294116973876953
12,-0.7938007295131684,-0.7499992400407791,0.6058822870254517
13,-0.8724851846694947,-0.8999989628791809,0.5882352590560913
14,-0.7871701041857402,-0.9999988675117493,0.6558822989463806
15,-0.8115331689516704,-0.8999989628791809,0.7499999403953552
