,train_loss,validation_loss,test_corr
0,-0.5341861642897129,0.6999991089105606,0.6647058129310608
1,-0.7573907285928726,-0.15000008046627045,0.6999999284744263
2,-0.6646584967772166,-0.0500001460313797,0.7705881595611572
3,-0.7438317239284515,0.8999989628791809,0.5529411435127258
4,-0.7103724877039591,-0.24999962747097015,0.7676469683647156
5,-0.8410195787747701,0.39999932795763016,0.6705881953239441
6,-0.8494591931502025,-0.54999940097332,0.6617646217346191
7,-0.8133371869723002,-0.15000008046627045,0.652941107749939
8,-0.7534501507878304,-0.0500001460313797,0.6882352232933044
9,-0.9059642076492309,-0.44999948143959045,0.6970587372779846
10,-0.8067173371712367,0.5999991819262505,0.6911764144897461
11,-0.8269657472769419,-0.6499993354082108,0.7205881476402283
12,-0.8969291945298513,-0.7999990284442902,0.6794117093086243
13,-0.7597805152336756,-0.44999948143959045,0.6588234901428223
14,-0.8743789871533711,-0.54999940097332,0.7058823108673096
15,-0.8799596389134725,-0.6499993354082108,0.7529411315917969
16,-0.8885695437590281,-0.24999962747097015,0.761764645576477
17,-0.8537857492764791,-0.24999962747097015,0.7294117212295532
18,-0.8088835870226224,-0.54999940097332,0.741176426410675
19,-0.912451301018397,0.14999970048666,0.7558822631835938
20,-0.9414012392361959,-0.6499993354082108,0.7441175580024719
21,-0.9123291730880737,0.5999991819262505,0.7323528528213501
22,-0.8941355148951212,-0.4999992549419403,0.6617646217346191
