,train_loss,validation_loss,test_corr
0,-0.47379319115231433,-0.6499993354082108,0.5941175818443298
1,-0.8407674094041189,-0.29999940097332,0.6764705181121826
2,-0.7633397579193115,-0.6999991089105606,0.6823529005050659
3,-0.7919393514593442,0.049999773502349854,0.6411764025688171
4,-0.829856812953949,0.049999773502349854,0.6294116973876953
5,-0.8814964056015014,0.049999773502349854,0.6205881834030151
6,-0.8166589399178823,-0.29999940097332,0.6588234901428223
7,-0.8466838101545969,-0.44999948143959045,0.673529326915741
8,-0.7218561500310898,-0.049999773502349854,0.6676470041275024
9,-0.7268474827210109,-0.5999991819262505,0.7205881476402283
10,-0.8709013024965923,-0.3499995544552803,0.5529411435127258
11,-0.7377358317375183,-0.3499995544552803,0.5852940678596497
12,-0.9033961216608684,-0.6999991089105606,0.6676470041275024
