,train_loss,validation_loss,test_corr
0,0.305050120751063,-0.54999940097332,-0.0882352888584137
1,-0.5026099937657516,-0.7499992400407791,0.3852940797805786
2,-0.5281598918139935,-0.6499993354082108,0.5852940678596497
3,-0.7327273299296697,-0.6499993354082108,0.6352940797805786
4,-0.6110214988390604,-0.6499993354082108,0.6970587372779846
5,-0.7986729050676028,-0.9999988675117493,0.741176426410675
6,-0.7695378681023916,-0.8999989628791809,0.5764705538749695
7,-0.8168197999397914,-0.8999989628791809,0.6176469922065735
8,-0.630019252250592,-0.7499992400407791,0.5176470279693604
9,-0.6026587088902792,-0.9999988675117493,0.6264705061912537
10,-0.78305151561896,-0.7499992400407791,0.6705881953239441
11,-0.7398677627245586,-0.5999991819262505,0.7382352352142334
12,-0.8594671487808228,-0.8999989628791809,0.7529411315917969
13,-0.7936019817988078,-0.9999988675117493,0.6941176056861877
14,-0.8322195132573446,-0.8999989628791809,0.6676470041275024
15,-0.8415379563967387,-0.6499993354082108,0.6441175937652588
