,train_loss,validation_loss,test_corr
0,-0.014801026756564776,-0.24999962747097015,0.7029411196708679
1,-0.5119885226090749,-0.2499999850988388,0.7941175699234009
2,-0.7517587383588155,-0.29999940097332,0.7911763787269592
3,-0.7778500775496165,0.049999773502349854,0.7735293507575989
4,-0.7527289201815923,-0.39999932795763016,0.7382352352142334
5,-0.7238263289133707,-0.6999991089105606,0.632352888584137
6,-0.8094090024630228,0.049999773502349854,0.6882352232933044
7,-0.7590388764937719,-0.6999991089105606,0.7058823108673096
8,-0.7279341026054075,-0.6999991089105606,0.7117646336555481
9,-0.764340017735958,-0.14999970048666,0.7588234543800354
10,-0.6442124178012212,-0.39999932795763016,0.7999999523162842
11,-0.7434139450391134,-0.39999932795763016,0.8294116854667664
12,-0.7228639721870422,0.44999948143959045,0.832352876663208
13,-0.6849307596683503,-3.5762786865234375e-07,0.802941083908081
14,-0.8298137565453847,0.049999773502349854,0.7794116735458374
15,-0.8186759332815806,-0.15000008046627045,0.7794116735458374
