Top 1,41.34782609,22.88279773,51.11570248
Top 2,45.80952381,31.9701897,102.8156997
Top 3,30.32183908,24.72626932,85.49169435
Top 4,30.71717172,27.82772277,65.34707158
Top 5,30.07608696,29.83764706,61.68546638
Top 6,25.91056911,23.48298217,44.73412112
Top 7,25.58558559,27.1595092,69.83950617
Top 8,12.18907563,13.70778564,21.85187915
Top 9,11.52910053,13.00993789,20.14902364
Top 10,24.59375,21.794926,66.69085174
WT,2.392578125,2.700365408,2.306598615
