,train_loss,validation_loss,test_corr
0,-0.5309363901615143,-0.7499992400407791,0.7588234543800354
1,-0.6248014998932679,-0.2499999850988388,0.8205881714820862
2,-0.4989380615452925,-0.44999948143959045,0.8294116854667664
3,-0.6697669307390849,-0.09999954700469971,0.85294109582901
4,-0.6174153794844945,-0.3499995544552803,0.811764657497406
5,-0.6360323597987493,-0.5999991819262505,0.8382351994514465
6,-0.7107199837764104,-0.5999991819262505,0.8470587730407715
7,-0.7500518004099528,-0.44999948143959045,0.7558822631835938
8,-0.7087896302342415,-0.6499993354082108,0.761764645576477
9,-0.7744739025831222,-0.44999948143959045,0.7794116735458374
10,-0.6963395881156127,-0.15000008046627045,0.7147058248519897
