,train_loss,validation_loss,test_corr
0,-0.716752270857493,-0.14999970048666,0.652941107749939
1,-0.6211241920789082,-0.6999991089105606,0.7029411196708679
2,-0.7226914525032043,-0.44999948143959045,0.673529326915741
3,-0.7515143444140752,-0.6499993354082108,0.6794117093086243
4,-0.8615726172924042,-0.8999989628791809,0.7794116735458374
5,-0.7334895233313242,-0.7999990284442902,0.7794116735458374
6,-0.6085198521614075,0.14999970048666,0.741176426410675
7,-0.6373251408338547,-0.7499992400407791,0.6882352232933044
8,-0.6527065893014272,-0.7499992400407791,0.7205881476402283
9,-0.6335458825031917,-0.6499993354082108,0.6647058129310608
10,-0.7588239153226216,-0.9999988675117493,0.652941107749939
11,-0.5941817780335744,-0.8999989628791809,0.6588234901428223
12,-0.8049102912346522,-0.6499993354082108,0.673529326915741
13,-0.7496206065018972,-0.44999948143959045,0.5999999642372131
14,-0.7648105551799138,-0.6999991089105606,0.6411764025688171
15,-0.7166475613911947,-0.15000008046627045,0.6441175937652588
16,-0.8300755441188812,-0.9999988675117493,0.6911764144897461
17,-0.703919956882775,-0.8999989628791809,0.6911764144897461
18,-0.7796921064456304,-0.7999990284442902,0.6764705181121826
19,-0.6414804935455323,-0.6499993354082108,0.6617646217346191
20,-0.8625463207562765,0.049999773502349854,0.673529326915741
