,train_loss,validation_loss,test_corr
0,-0.3560304236598313,-0.15000008046627045,0.22647057473659515
1,-0.582650817433993,-0.24999962747097015,0.5294117331504822
2,-0.4930301196873188,-0.15000008046627045,0.5382352471351624
3,-0.6298180888096492,-0.6499993354082108,0.5911763906478882
4,-0.7264241556326548,-0.7499992400407791,0.6205881834030151
5,-0.7737257182598114,-0.8999989628791809,0.6705881953239441
6,-0.739175088206927,-0.8999989628791809,0.6794117093086243
7,-0.8127954959869385,-0.7499992400407791,0.7558822631835938
8,-0.7879762828350068,-0.9999988675117493,0.7529411315917969
9,-0.8430812994639079,-0.8999989628791809,0.7499999403953552
10,-0.7784611900647481,-0.7499992400407791,0.7852940559387207
11,-0.6696699678897857,-0.6499993354082108,0.8205881714820862
12,-0.6369374026854833,-0.15000008046627045,0.7705881595611572
13,-0.6929014950990677,-0.7499992400407791,0.5970587730407715
14,-0.8925971368948619,-0.44999948143959045,0.6882352232933044
15,-0.6670172472794851,-0.7499992400407791,0.782352864742279
16,-0.7206643452246984,-0.15000008046627045,0.8264704942703247
17,-0.7822648455699285,-0.24999962747097015,0.7999999523162842
18,-0.7579486489295959,-0.54999940097332,0.7764705419540405
