,train_loss,validation_loss,test_corr
0,0.5442730208237966,0.0500001460313797,-0.426470547914505
1,0.08891170024871826,-0.44999948143959045,-0.1147058755159378
2,-0.49983488559723527,-0.2499999850988388,0.15294116735458374
3,-0.5299065093199412,-0.44999948143959045,0.42352938652038574
4,-0.5602890243132909,-0.5999991819262505,0.4823529124259949
5,-0.4917416681845983,-0.7499992400407791,0.652941107749939
6,-0.6331918766101201,-0.7499992400407791,0.7088234424591064
7,-0.7865277429421743,-0.6999991089105606,0.6499999165534973
8,-0.7572906752427419,-0.7499992400407791,0.5558822751045227
9,-0.6948686397324005,-0.6499993354082108,0.41764703392982483
10,-0.7446499447027842,-0.7499992400407791,0.291176438331604
11,-0.7711798250675201,-0.44999948143959045,0.3117646872997284
12,-0.7384690006573995,-0.7499992400407791,0.5352940559387207
13,-0.744853554169337,-0.8999989628791809,0.582352876663208
14,-0.7926993985970815,-0.6499993354082108,0.6176469922065735
15,-0.7807859857877095,-0.2499999850988388,0.611764669418335
16,-0.7852344195048014,-0.6999991089105606,0.6294116973876953
17,-0.784058541059494,-0.6999991089105606,0.5705881714820862
18,-0.8539991160233815,-0.2499999850988388,0.5588234663009644
19,-0.76172134578228,-0.7499992400407791,0.5647058486938477
20,-0.642149833838145,-0.7499992400407791,0.49117642641067505
21,-0.7439742692311407,-0.8999989628791809,0.5499999523162842
22,-0.6132787264883518,-0.9999988675117493,0.5499999523162842
23,-0.8726363797982534,-0.9999988675117493,0.6352940797805786
24,-0.742287407318751,-0.6999991089105606,0.4823529124259949
25,-0.7991141657034556,-0.6499993354082108,0.45588231086730957
26,-0.7099553287029267,-0.44999948143959045,0.40882349014282227
27,-0.6850428720315297,-0.6999991089105606,0.5676469802856445
28,-0.7798474669456482,-0.7499992400407791,0.6617646217346191
29,-0.8511630415916442,-0.7499992400407791,0.6588234901428223
30,-0.7747714082400005,-0.8999989628791809,0.582352876663208
31,-0.7811604867378871,-0.44999948143959045,0.5941175818443298
32,-0.8259502371152242,-0.6499993354082108,0.6176469922065735
